run,repetition,module,name,value
General-30-20221231-13:04:01-11968,0,OpportunisticCellularNetwork.cellular[0],userResponseTime:mean,0.0034998224434527
General-30-20221231-13:04:01-11968,0,OpportunisticCellularNetwork.cellular[1],userResponseTime:mean,0.0035888062582876
General-30-20221231-13:04:01-11968,0,OpportunisticCellularNetwork.cellular[2],userResponseTime:mean,0.003595138411917
General-30-20221231-13:04:01-11968,0,OpportunisticCellularNetwork.cellular[3],userResponseTime:mean,0.0040836218756085
General-30-20221231-13:04:01-11968,0,OpportunisticCellularNetwork.cellular[4],userResponseTime:mean,0.0035350346414398
General-30-20221231-13:04:01-11968,0,OpportunisticCellularNetwork.cellular[5],userResponseTime:mean,0.0038679322406103
General-30-20221231-13:04:01-11968,0,OpportunisticCellularNetwork.cellular[6],userResponseTime:mean,0.0034782830073997
General-30-20221231-13:04:01-11968,0,OpportunisticCellularNetwork.cellular[7],userResponseTime:mean,0.0042005655145356
General-30-20221231-13:04:01-11968,0,OpportunisticCellularNetwork.cellular[8],userResponseTime:mean,0.0038525032458118
General-30-20221231-13:04:01-11968,0,OpportunisticCellularNetwork.cellular[9],userResponseTime:mean,0.0037029878793991
General-31-20221231-13:04:01-16456,1,OpportunisticCellularNetwork.cellular[0],userResponseTime:mean,0.0036845569195537
General-31-20221231-13:04:01-16456,1,OpportunisticCellularNetwork.cellular[1],userResponseTime:mean,0.0035620651136904
General-31-20221231-13:04:01-16456,1,OpportunisticCellularNetwork.cellular[2],userResponseTime:mean,0.0039497919123928
General-31-20221231-13:04:01-16456,1,OpportunisticCellularNetwork.cellular[3],userResponseTime:mean,0.0035201872895669
General-31-20221231-13:04:01-16456,1,OpportunisticCellularNetwork.cellular[4],userResponseTime:mean,0.0036023672136143
General-31-20221231-13:04:01-16456,1,OpportunisticCellularNetwork.cellular[5],userResponseTime:mean,0.0036839154626199
General-31-20221231-13:04:01-16456,1,OpportunisticCellularNetwork.cellular[6],userResponseTime:mean,0.0035119522967904
General-31-20221231-13:04:01-16456,1,OpportunisticCellularNetwork.cellular[7],userResponseTime:mean,0.0036125715218551
General-31-20221231-13:04:01-16456,1,OpportunisticCellularNetwork.cellular[8],userResponseTime:mean,0.003423111951413
General-31-20221231-13:04:01-16456,1,OpportunisticCellularNetwork.cellular[9],userResponseTime:mean,0.0036899037755456
General-32-20221231-13:04:03-10684,2,OpportunisticCellularNetwork.cellular[0],userResponseTime:mean,0.0038988239313169
General-32-20221231-13:04:03-10684,2,OpportunisticCellularNetwork.cellular[1],userResponseTime:mean,0.0036824607978077
General-32-20221231-13:04:03-10684,2,OpportunisticCellularNetwork.cellular[2],userResponseTime:mean,0.0036975239924063
General-32-20221231-13:04:03-10684,2,OpportunisticCellularNetwork.cellular[3],userResponseTime:mean,0.0036498714342118
General-32-20221231-13:04:03-10684,2,OpportunisticCellularNetwork.cellular[4],userResponseTime:mean,0.0036467445799677
General-32-20221231-13:04:03-10684,2,OpportunisticCellularNetwork.cellular[5],userResponseTime:mean,0.0037115663630735
General-32-20221231-13:04:03-10684,2,OpportunisticCellularNetwork.cellular[6],userResponseTime:mean,0.0038676567191908
General-32-20221231-13:04:03-10684,2,OpportunisticCellularNetwork.cellular[7],userResponseTime:mean,0.0038043070090702
General-32-20221231-13:04:03-10684,2,OpportunisticCellularNetwork.cellular[8],userResponseTime:mean,0.0037892366721014
General-32-20221231-13:04:03-10684,2,OpportunisticCellularNetwork.cellular[9],userResponseTime:mean,0.0037131117571021
General-33-20221231-13:04:03-2840,3,OpportunisticCellularNetwork.cellular[0],userResponseTime:mean,0.0036280461877459
General-33-20221231-13:04:03-2840,3,OpportunisticCellularNetwork.cellular[1],userResponseTime:mean,0.003576731668722
General-33-20221231-13:04:03-2840,3,OpportunisticCellularNetwork.cellular[2],userResponseTime:mean,0.0036526977889013
General-33-20221231-13:04:03-2840,3,OpportunisticCellularNetwork.cellular[3],userResponseTime:mean,0.0034957281236562
General-33-20221231-13:04:03-2840,3,OpportunisticCellularNetwork.cellular[4],userResponseTime:mean,0.0034639219832503
General-33-20221231-13:04:03-2840,3,OpportunisticCellularNetwork.cellular[5],userResponseTime:mean,0.0035676921560824
General-33-20221231-13:04:03-2840,3,OpportunisticCellularNetwork.cellular[6],userResponseTime:mean,0.0037981349025771
General-33-20221231-13:04:03-2840,3,OpportunisticCellularNetwork.cellular[7],userResponseTime:mean,0.0038537893445141
General-33-20221231-13:04:03-2840,3,OpportunisticCellularNetwork.cellular[8],userResponseTime:mean,0.0034660771503136
General-33-20221231-13:04:03-2840,3,OpportunisticCellularNetwork.cellular[9],userResponseTime:mean,0.0035427220507222
General-34-20221231-13:04:04-3844,4,OpportunisticCellularNetwork.cellular[0],userResponseTime:mean,0.0035732577655065
General-34-20221231-13:04:04-3844,4,OpportunisticCellularNetwork.cellular[1],userResponseTime:mean,0.0039533296563406
General-34-20221231-13:04:04-3844,4,OpportunisticCellularNetwork.cellular[2],userResponseTime:mean,0.0034446515774188
General-34-20221231-13:04:04-3844,4,OpportunisticCellularNetwork.cellular[3],userResponseTime:mean,0.003548637828562
General-34-20221231-13:04:04-3844,4,OpportunisticCellularNetwork.cellular[4],userResponseTime:mean,0.0035782550905431
General-34-20221231-13:04:04-3844,4,OpportunisticCellularNetwork.cellular[5],userResponseTime:mean,0.0040117471500787
General-34-20221231-13:04:04-3844,4,OpportunisticCellularNetwork.cellular[6],userResponseTime:mean,0.0038566716151217
General-34-20221231-13:04:04-3844,4,OpportunisticCellularNetwork.cellular[7],userResponseTime:mean,0.0039403879682411
General-34-20221231-13:04:04-3844,4,OpportunisticCellularNetwork.cellular[8],userResponseTime:mean,0.0037606927227532
General-34-20221231-13:04:04-3844,4,OpportunisticCellularNetwork.cellular[9],userResponseTime:mean,0.0038110800907983
General-35-20221231-13:04:04-14552,5,OpportunisticCellularNetwork.cellular[0],userResponseTime:mean,0.0036527047388116
General-35-20221231-13:04:04-14552,5,OpportunisticCellularNetwork.cellular[1],userResponseTime:mean,0.0036444160091846
General-35-20221231-13:04:04-14552,5,OpportunisticCellularNetwork.cellular[2],userResponseTime:mean,0.0036704244969626
General-35-20221231-13:04:04-14552,5,OpportunisticCellularNetwork.cellular[3],userResponseTime:mean,0.0034089589765541
General-35-20221231-13:04:04-14552,5,OpportunisticCellularNetwork.cellular[4],userResponseTime:mean,0.0035551497332988
General-35-20221231-13:04:04-14552,5,OpportunisticCellularNetwork.cellular[5],userResponseTime:mean,0.0037221529659029
General-35-20221231-13:04:04-14552,5,OpportunisticCellularNetwork.cellular[6],userResponseTime:mean,0.0038527358699215
General-35-20221231-13:04:04-14552,5,OpportunisticCellularNetwork.cellular[7],userResponseTime:mean,0.0039020848955708
General-35-20221231-13:04:04-14552,5,OpportunisticCellularNetwork.cellular[8],userResponseTime:mean,0.0035625668706679
General-35-20221231-13:04:04-14552,5,OpportunisticCellularNetwork.cellular[9],userResponseTime:mean,0.0036422598402211
General-36-20221231-13:04:05-17528,6,OpportunisticCellularNetwork.cellular[0],userResponseTime:mean,0.0040051675921939
General-36-20221231-13:04:05-17528,6,OpportunisticCellularNetwork.cellular[1],userResponseTime:mean,0.0036993249835927
General-36-20221231-13:04:05-17528,6,OpportunisticCellularNetwork.cellular[2],userResponseTime:mean,0.0036151822616494
General-36-20221231-13:04:05-17528,6,OpportunisticCellularNetwork.cellular[3],userResponseTime:mean,0.0036280873886397
General-36-20221231-13:04:05-17528,6,OpportunisticCellularNetwork.cellular[4],userResponseTime:mean,0.0039061720421051
General-36-20221231-13:04:05-17528,6,OpportunisticCellularNetwork.cellular[5],userResponseTime:mean,0.003727774816254
General-36-20221231-13:04:05-17528,6,OpportunisticCellularNetwork.cellular[6],userResponseTime:mean,0.0039460685368212
General-36-20221231-13:04:05-17528,6,OpportunisticCellularNetwork.cellular[7],userResponseTime:mean,0.003635729584562
General-36-20221231-13:04:05-17528,6,OpportunisticCellularNetwork.cellular[8],userResponseTime:mean,0.0037762430983779
General-36-20221231-13:04:05-17528,6,OpportunisticCellularNetwork.cellular[9],userResponseTime:mean,0.0035034536663704
General-37-20221231-13:04:05-18236,7,OpportunisticCellularNetwork.cellular[0],userResponseTime:mean,0.0039453527685351
General-37-20221231-13:04:05-18236,7,OpportunisticCellularNetwork.cellular[1],userResponseTime:mean,0.0037894914450628
General-37-20221231-13:04:05-18236,7,OpportunisticCellularNetwork.cellular[2],userResponseTime:mean,0.0038723761169429
General-37-20221231-13:04:05-18236,7,OpportunisticCellularNetwork.cellular[3],userResponseTime:mean,0.003711109575408
General-37-20221231-13:04:05-18236,7,OpportunisticCellularNetwork.cellular[4],userResponseTime:mean,0.0037472735156574
General-37-20221231-13:04:05-18236,7,OpportunisticCellularNetwork.cellular[5],userResponseTime:mean,0.0038857518519572
General-37-20221231-13:04:05-18236,7,OpportunisticCellularNetwork.cellular[6],userResponseTime:mean,0.0036203437304228
General-37-20221231-13:04:05-18236,7,OpportunisticCellularNetwork.cellular[7],userResponseTime:mean,0.0037596501935745
General-37-20221231-13:04:05-18236,7,OpportunisticCellularNetwork.cellular[8],userResponseTime:mean,0.0038097722672248
General-37-20221231-13:04:05-18236,7,OpportunisticCellularNetwork.cellular[9],userResponseTime:mean,0.0039129821184878
General-38-20221231-13:04:11-16484,8,OpportunisticCellularNetwork.cellular[0],userResponseTime:mean,0.0039681423565862
General-38-20221231-13:04:11-16484,8,OpportunisticCellularNetwork.cellular[1],userResponseTime:mean,0.003804588797694
General-38-20221231-13:04:11-16484,8,OpportunisticCellularNetwork.cellular[2],userResponseTime:mean,0.0035214113142536
General-38-20221231-13:04:11-16484,8,OpportunisticCellularNetwork.cellular[3],userResponseTime:mean,0.0039765331550309
General-38-20221231-13:04:11-16484,8,OpportunisticCellularNetwork.cellular[4],userResponseTime:mean,0.0038766782599507
General-38-20221231-13:04:11-16484,8,OpportunisticCellularNetwork.cellular[5],userResponseTime:mean,0.0033849705348035
General-38-20221231-13:04:11-16484,8,OpportunisticCellularNetwork.cellular[6],userResponseTime:mean,0.0035496150929652
General-38-20221231-13:04:11-16484,8,OpportunisticCellularNetwork.cellular[7],userResponseTime:mean,0.003581549487708
General-38-20221231-13:04:11-16484,8,OpportunisticCellularNetwork.cellular[8],userResponseTime:mean,0.0038214072443531
General-38-20221231-13:04:11-16484,8,OpportunisticCellularNetwork.cellular[9],userResponseTime:mean,0.0034930618216381
General-39-20221231-13:04:11-14356,9,OpportunisticCellularNetwork.cellular[0],userResponseTime:mean,0.003675581563737
General-39-20221231-13:04:11-14356,9,OpportunisticCellularNetwork.cellular[1],userResponseTime:mean,0.0039528575330129
General-39-20221231-13:04:11-14356,9,OpportunisticCellularNetwork.cellular[2],userResponseTime:mean,0.0035815300197592
General-39-20221231-13:04:11-14356,9,OpportunisticCellularNetwork.cellular[3],userResponseTime:mean,0.0036098339871776
General-39-20221231-13:04:11-14356,9,OpportunisticCellularNetwork.cellular[4],userResponseTime:mean,0.0037800527830066
General-39-20221231-13:04:11-14356,9,OpportunisticCellularNetwork.cellular[5],userResponseTime:mean,0.0034937184881637
General-39-20221231-13:04:11-14356,9,OpportunisticCellularNetwork.cellular[6],userResponseTime:mean,0.003523271876993
General-39-20221231-13:04:11-14356,9,OpportunisticCellularNetwork.cellular[7],userResponseTime:mean,0.0035574489076034
General-39-20221231-13:04:11-14356,9,OpportunisticCellularNetwork.cellular[8],userResponseTime:mean,0.0038034624552267
General-39-20221231-13:04:11-14356,9,OpportunisticCellularNetwork.cellular[9],userResponseTime:mean,0.004011007164355
General-40-20221231-13:04:13-6700,10,OpportunisticCellularNetwork.cellular[0],userResponseTime:mean,0.0036542248212163
General-40-20221231-13:04:13-6700,10,OpportunisticCellularNetwork.cellular[1],userResponseTime:mean,0.003696251162207
General-40-20221231-13:04:13-6700,10,OpportunisticCellularNetwork.cellular[2],userResponseTime:mean,0.0042312329917544
General-40-20221231-13:04:13-6700,10,OpportunisticCellularNetwork.cellular[3],userResponseTime:mean,0.0038466148405409
General-40-20221231-13:04:13-6700,10,OpportunisticCellularNetwork.cellular[4],userResponseTime:mean,0.0037419286800218
General-40-20221231-13:04:13-6700,10,OpportunisticCellularNetwork.cellular[5],userResponseTime:mean,0.0037485875890463
General-40-20221231-13:04:13-6700,10,OpportunisticCellularNetwork.cellular[6],userResponseTime:mean,0.0035353257430308
