run,repetition,module,name,value
General-30-20221231-13:12:28-6276,0,OpportunisticCellularNetwork.cellular[0],userResponseTime:mean,0.0064407701114372
General-30-20221231-13:12:28-6276,0,OpportunisticCellularNetwork.cellular[1],userResponseTime:mean,0.0063386213607854
General-30-20221231-13:12:28-6276,0,OpportunisticCellularNetwork.cellular[2],userResponseTime:mean,0.0066344860888804
General-30-20221231-13:12:28-6276,0,OpportunisticCellularNetwork.cellular[3],userResponseTime:mean,0.0077675617400947
General-30-20221231-13:12:28-6276,0,OpportunisticCellularNetwork.cellular[4],userResponseTime:mean,0.0064221480239284
General-30-20221231-13:12:28-6276,0,OpportunisticCellularNetwork.cellular[5],userResponseTime:mean,0.0072837789618144
General-30-20221231-13:12:28-6276,0,OpportunisticCellularNetwork.cellular[6],userResponseTime:mean,0.0066026950656707
General-30-20221231-13:12:28-6276,0,OpportunisticCellularNetwork.cellular[7],userResponseTime:mean,0.0081168269928585
General-30-20221231-13:12:28-6276,0,OpportunisticCellularNetwork.cellular[8],userResponseTime:mean,0.0073210857319615
General-30-20221231-13:12:28-6276,0,OpportunisticCellularNetwork.cellular[9],userResponseTime:mean,0.0070935224682028
General-31-20221231-13:12:28-9180,1,OpportunisticCellularNetwork.cellular[0],userResponseTime:mean,0.0076094999574739
General-31-20221231-13:12:28-9180,1,OpportunisticCellularNetwork.cellular[1],userResponseTime:mean,0.0066316857469058
General-31-20221231-13:12:28-9180,1,OpportunisticCellularNetwork.cellular[2],userResponseTime:mean,0.0075024188874306
General-31-20221231-13:12:28-9180,1,OpportunisticCellularNetwork.cellular[3],userResponseTime:mean,0.0061018537264113
General-31-20221231-13:12:28-9180,1,OpportunisticCellularNetwork.cellular[4],userResponseTime:mean,0.0068315255342036
General-31-20221231-13:12:28-9180,1,OpportunisticCellularNetwork.cellular[5],userResponseTime:mean,0.0069992569734623
General-31-20221231-13:12:28-9180,1,OpportunisticCellularNetwork.cellular[6],userResponseTime:mean,0.0061170694167201
General-31-20221231-13:12:28-9180,1,OpportunisticCellularNetwork.cellular[7],userResponseTime:mean,0.0066442290560063
General-31-20221231-13:12:28-9180,1,OpportunisticCellularNetwork.cellular[8],userResponseTime:mean,0.0059612690002857
General-31-20221231-13:12:28-9180,1,OpportunisticCellularNetwork.cellular[9],userResponseTime:mean,0.0069063202862883
General-32-20221231-13:12:28-17780,2,OpportunisticCellularNetwork.cellular[0],userResponseTime:mean,0.0066550226768971
General-32-20221231-13:12:28-17780,2,OpportunisticCellularNetwork.cellular[1],userResponseTime:mean,0.0074158595548751
General-32-20221231-13:12:28-17780,2,OpportunisticCellularNetwork.cellular[2],userResponseTime:mean,0.007815915601881
General-32-20221231-13:12:28-17780,2,OpportunisticCellularNetwork.cellular[3],userResponseTime:mean,0.0065721635096546
General-32-20221231-13:12:28-17780,2,OpportunisticCellularNetwork.cellular[4],userResponseTime:mean,0.0074235470612408
General-32-20221231-13:12:28-17780,2,OpportunisticCellularNetwork.cellular[5],userResponseTime:mean,0.0069859429836403
General-32-20221231-13:12:28-17780,2,OpportunisticCellularNetwork.cellular[6],userResponseTime:mean,0.0071232288417053
General-32-20221231-13:12:28-17780,2,OpportunisticCellularNetwork.cellular[7],userResponseTime:mean,0.0073912642491743
General-32-20221231-13:12:28-17780,2,OpportunisticCellularNetwork.cellular[8],userResponseTime:mean,0.0073830464984648
General-32-20221231-13:12:28-17780,2,OpportunisticCellularNetwork.cellular[9],userResponseTime:mean,0.0069765208292286
General-33-20221231-13:12:29-17420,3,OpportunisticCellularNetwork.cellular[0],userResponseTime:mean,0.0067905005672746
General-33-20221231-13:12:29-17420,3,OpportunisticCellularNetwork.cellular[1],userResponseTime:mean,0.0067244782491187
General-33-20221231-13:12:29-17420,3,OpportunisticCellularNetwork.cellular[2],userResponseTime:mean,0.0067752738333908
General-33-20221231-13:12:29-17420,3,OpportunisticCellularNetwork.cellular[3],userResponseTime:mean,0.0064368841583841
General-33-20221231-13:12:29-17420,3,OpportunisticCellularNetwork.cellular[4],userResponseTime:mean,0.0062762515682084
General-33-20221231-13:12:29-17420,3,OpportunisticCellularNetwork.cellular[5],userResponseTime:mean,0.0058896262198932
General-33-20221231-13:12:29-17420,3,OpportunisticCellularNetwork.cellular[6],userResponseTime:mean,0.006952134166269
General-33-20221231-13:12:29-17420,3,OpportunisticCellularNetwork.cellular[7],userResponseTime:mean,0.0072875822275613
General-33-20221231-13:12:29-17420,3,OpportunisticCellularNetwork.cellular[8],userResponseTime:mean,0.0065708222601575
General-33-20221231-13:12:29-17420,3,OpportunisticCellularNetwork.cellular[9],userResponseTime:mean,0.0071104694615716
General-34-20221231-13:12:30-7572,4,OpportunisticCellularNetwork.cellular[0],userResponseTime:mean,0.0065326985374416
General-34-20221231-13:12:30-7572,4,OpportunisticCellularNetwork.cellular[1],userResponseTime:mean,0.007883096582692
General-34-20221231-13:12:30-7572,4,OpportunisticCellularNetwork.cellular[2],userResponseTime:mean,0.00649047638484
General-34-20221231-13:12:30-7572,4,OpportunisticCellularNetwork.cellular[3],userResponseTime:mean,0.0061735769163588
General-34-20221231-13:12:30-7572,4,OpportunisticCellularNetwork.cellular[4],userResponseTime:mean,0.0069731806878538
General-34-20221231-13:12:30-7572,4,OpportunisticCellularNetwork.cellular[5],userResponseTime:mean,0.0076759629924958
General-34-20221231-13:12:30-7572,4,OpportunisticCellularNetwork.cellular[6],userResponseTime:mean,0.0071110966670573
General-34-20221231-13:12:30-7572,4,OpportunisticCellularNetwork.cellular[7],userResponseTime:mean,0.0074256712117605
General-34-20221231-13:12:30-7572,4,OpportunisticCellularNetwork.cellular[8],userResponseTime:mean,0.007070197705801
General-34-20221231-13:12:30-7572,4,OpportunisticCellularNetwork.cellular[9],userResponseTime:mean,0.0070392348716759
General-35-20221231-13:12:32-13676,5,OpportunisticCellularNetwork.cellular[0],userResponseTime:mean,0.0080209339665174
General-35-20221231-13:12:32-13676,5,OpportunisticCellularNetwork.cellular[1],userResponseTime:mean,0.0067666110525177
General-35-20221231-13:12:32-13676,5,OpportunisticCellularNetwork.cellular[2],userResponseTime:mean,0.0066631745580259
General-35-20221231-13:12:32-13676,5,OpportunisticCellularNetwork.cellular[3],userResponseTime:mean,0.0064085225910501
General-35-20221231-13:12:32-13676,5,OpportunisticCellularNetwork.cellular[4],userResponseTime:mean,0.0067488971294739
General-35-20221231-13:12:32-13676,5,OpportunisticCellularNetwork.cellular[5],userResponseTime:mean,0.0067300116467881
General-35-20221231-13:12:32-13676,5,OpportunisticCellularNetwork.cellular[6],userResponseTime:mean,0.0073459111280517
General-35-20221231-13:12:32-13676,5,OpportunisticCellularNetwork.cellular[7],userResponseTime:mean,0.0070282046508289
General-35-20221231-13:12:32-13676,5,OpportunisticCellularNetwork.cellular[8],userResponseTime:mean,0.0064635746601463
General-35-20221231-13:12:32-13676,5,OpportunisticCellularNetwork.cellular[9],userResponseTime:mean,0.0067787062047974
General-36-20221231-13:12:33-11280,6,OpportunisticCellularNetwork.cellular[0],userResponseTime:mean,0.0059727737151438
General-36-20221231-13:12:33-11280,6,OpportunisticCellularNetwork.cellular[1],userResponseTime:mean,0.0063109511731391
General-36-20221231-13:12:33-11280,6,OpportunisticCellularNetwork.cellular[2],userResponseTime:mean,0.0067923424750938
General-36-20221231-13:12:33-11280,6,OpportunisticCellularNetwork.cellular[3],userResponseTime:mean,0.006817570843595
General-36-20221231-13:12:33-11280,6,OpportunisticCellularNetwork.cellular[4],userResponseTime:mean,0.0072976117870198
General-36-20221231-13:12:33-11280,6,OpportunisticCellularNetwork.cellular[5],userResponseTime:mean,0.0067066101119745
General-36-20221231-13:12:33-11280,6,OpportunisticCellularNetwork.cellular[6],userResponseTime:mean,0.0067209068338269
General-36-20221231-13:12:33-11280,6,OpportunisticCellularNetwork.cellular[7],userResponseTime:mean,0.0062760136429238
General-36-20221231-13:12:33-11280,6,OpportunisticCellularNetwork.cellular[8],userResponseTime:mean,0.0065957875818659
General-36-20221231-13:12:33-11280,6,OpportunisticCellularNetwork.cellular[9],userResponseTime:mean,0.0064524803195769
General-37-20221231-13:12:34-10528,7,OpportunisticCellularNetwork.cellular[0],userResponseTime:mean,0.0062676785203143
General-37-20221231-13:12:34-10528,7,OpportunisticCellularNetwork.cellular[1],userResponseTime:mean,0.0065845077390315
General-37-20221231-13:12:34-10528,7,OpportunisticCellularNetwork.cellular[2],userResponseTime:mean,0.0074311853810598
General-37-20221231-13:12:34-10528,7,OpportunisticCellularNetwork.cellular[3],userResponseTime:mean,0.0078317843670201
General-37-20221231-13:12:34-10528,7,OpportunisticCellularNetwork.cellular[4],userResponseTime:mean,0.0079936551548682
