time,value
1.75,0.000911596896999999
1.756,0.000884733568999999
1.759,0.000194765192999999
1.763,0.00132964465
1.763,0.000794425955999999
1.764,0.000271195589999999
1.767,0.000824430924999999
1.768,0.000841819776999999
1.77,0.000049618850999999
1.771,0.000495551948
1.773,0.000145306129999999
1.776,0.000459875744999999
1.783,0.000845629296999999
1.784,0.000898669465
1.785,0.000164226454999999
1.786,0.000655223518
1.787,0.000482845845999999
1.788,0.000419289601999999
1.79,0.000880102191999999
1.792,0.000836026939999999
1.792,0.000826480527999999
1.798,0.000403225198999999
1.798,0.000389734314
1.802,0.000732469832999999
1.803,0.000371610040999999
1.807,0.000144505355
1.808,0.000199394003999999
1.818,0.000452148836999999
1.818,0.000162140972999999
1.819,0.000617652651
1.82,0.000742851059999999
1.823,0.000326938818
1.825,0.000275538524999999
1.83,0.000532531632
1.831,0.000052954178999999
1.834,0.000546697445
1.835,0.000536987946999999
1.836,0.000903229394999999
1.839,0.000963492408999999
1.839,0.000586831927999999
1.839,0.000477171827999999
1.842,0.000501722973
1.847,0.001156145084
1.851,0.000534025326
1.853,0.000260572177999999
1.86,0.000230260414
1.861,0.000142574126
1.863,0.000866460161999999
1.865,0.000512890869999999
1.866,0.000771712516
1.871,0.000169969244
1.872,0.000534280971999999
1.874,0.000406793503999999
1.876,0.000784028879999999
1.878,0.000576717002
1.878,0.00056823397
1.88,0.000146258213999999
1.882,0.000527121579
1.887,0.000580803638
1.888,0.000549283484
1.892,0.000146955084999999
1.893,0.000857058879999999
1.893,0.000201819624
1.894,0.000627838802999999
1.894,0.000582471220999999
1.894,0.000310814969999999
1.895,0.000659866650999999
1.905,0.000456332842999999
1.906,0.000551135495999999
1.908,0.000705439113999999
1.908,0.000136851596
1.908,0.000132360870999999
1.91,0.000909951344999999
1.91,0.000847256605999999
1.915,0.000286411564999999
1.917,0.000102202521999999
1.918,0.000682355133999999
1.921,0.000531014217
1.922,0.000570098826999999
1.923,0.000822806480999999
1.926,0.000242784032999999
1.929,0.000057876918999999
1.93,0.000776908727999999
1.935,0.000957395099
1.935,0.000088499608
1.938,0.000437635462
1.94,0.000836648392999999
1.942,0.00095439929
1.944,0.000020579141999999
1.945,0.000717797035999999
1.949,0.000759076364999999
1.95,0.000047886398999999
1.951,0.000456511368999999
1.954,0.00027453101
1.96,0.000186775473999999
1.964,0.001801140052999999
1.964,0.000659803821
1.964,0.000122180472
1.965,0.000841423639
1.966,0.000371827881999999
1.966,0.000025551313999999
1.967,0.000078922846999999
1.969,0.000928665512999999
1.971,0.00096789067
1.974,0.000627009124999999
1.974,0.000364537060999999
1.974,0.000221578833999999
1.976,0.000406403731999999
1.977,0.000915867367999999
1.977,0.000837090852
1.98,0.000600745525
1.981,0.000187125547999999
1.985,0.000719782475
1.988,0.000394880646999999
1.989,0.000948530606999999
1.989,0.00052168163
1.989,0.000405940074999999
1.99,0.000553795013999999
1.992,0.000430969858999999
1.992,0.000183496449
1.995,0.000024298035999999
1.996,0.000985706316999999
1.998,0.002883607243
2.001,0.000407706538999999
2.003,0.000928865422999999
2.004,0.000204191786999999
2.005,0.000898292776999999
2.006,0.000848358614999999
2.007,0.000011456594999999
2.011,0.000976729475999999
2.011,0.000738167619999999
2.012,0.000394430641
2.012,0.000111799133
2.015,0.000130570712999999
2.017,0.000575118971999999
2.018,0.000452358800999999
2.024,0.000577604
2.025,0.000795178352
2.025,0.000737133325999999
2.03,0.000626096759
2.03,0.000416707800999999
2.033,0.000680702315999999
2.033,0.000229510544999999
2.034,0.000016969005999999
2.038,0.000645485522999999
2.042,0.000135351496999999
2.043,0.000585726222999999
2.043,0.000304708243
2.044,0.000669739310999999
2.051,0.000677336844
2.052,0.000555315515999999
2.053,0.000159953688999999
2.057,0.000272821463
2.062,0.000144982225
2.063,0.000487229726999999
2.065,0.000332700129999999
2.066,0.000056441633999999
2.068,0.000317112601
2.069,0.000028531146999999
2.073,0.001044101968999999
2.074,0.000659459988999999
2.074,0.000578698438999999
2.075,0.000398033767999999
2.075,0.000001160795
2.079,0.000730719159999999
2.082,0.000914384144999999
2.082,0.000468356908
2.084,0.001572153739999999
2.084,0.000168202950999999
2.084,0.000090864101999999
2.085,0.000809980505
2.087,0.000797078965999999
2.091,0.000695884116999999
2.094,0.000729812712
2.095,0.000623185453999999
2.095,0.000330613966999999
2.108,0.000864283510999999
2.109,0.000075680448
2.112,0.000898674001999999
2.113,0.000725775781
2.113,0.000269270291999999
2.116,0.000750295284999999
2.121,0.000573941856999999
2.125,0.001798462707
2.125,0.001103329018
2.128,0.000405791489999999
2.13,0.000371355893999999
2.138,0.001832179090999999
2.141,0.001934230050999999
2.141,0.000281444315999999
2.141,0.000063390606999999
2.144,0.000393849466
2.145,0.000986852208999999
2.145,0.000461720895999999
2.147,0.001349103074
2.149,0.000868081289999999
2.15,0.000979959012999999
2.15,0.000932394301999999
2.15,0.000173139196999999
2.154,0.000430703618999999
2.155,0.000800720954999999
2.156,0.00096345103
2.156,0.000069113324999999
2.157,0.000502518257
2.165,0.000514372019999999
2.17,0.000096515878999999
2.172,0.000869868731999999
2.174,0.001150914448999999
2.175,0.000926397893999999
2.176,0.000720459480999999
2.176,0.000143745762999999
2.177,0.000300593821
2.178,0.000879943845999999
2.179,0.000724892844999999
2.179,0.000129601214999999
2.184,0.000861503840999999
2.188,0.000524552775999999
2.19,0.000279010322
2.195,0.000931656928999999
2.196,0.000120422841999999
2.197,0.000745959838999999
2.198,0.000165747923999999
2.199,0.000155331354999999
2.202,0.000768437011
2.204,0.001031360272
2.204,0.000690937224999999
2.205,0.000078356909999999
2.206,0.000577737028999999
2.206,0.000127910992
2.207,0.000466802140999999
2.207,0.000339368844999999
2.209,0.000186242458999999
2.212,0.000000755537999999
2.214,0.000321554499
2.214,0.000043415336999999
2.214,0.000014109251999999
2.216,0.001000754140999999
2.216,0.00081518585
2.219,0.000941790657
2.219,0.000783582607999999
2.221,0.000471302226
2.221,0.000388942082999999
2.223,0.001339267557999999
2.228,0.000027642932999999
2.232,0.00081570454
2.232,0.000029220061999999
2.242,0.000031256947999999
2.243,0.000582685469999999
2.244,0.000275009329999999
2.248,0.000850181504999999
2.252,0.000525110775
2.253,0.000751401177
2.254,0.000279747027
2.256,0.000590979161999999
2.257,0.000608047332999999
2.258,0.000312303283999999
2.267,0.000194623197999999
2.271,0.000741192310999999
2.274,0.000784431510999999
2.276,0.000599329514999999
2.276,0.000308246785999999
2.278,0.000326827317999999
2.28,0.000768973643999999
2.281,0.000879723221999999
2.282,0.000926214079999999
2.282,0.000678720184999999
2.283,0.000310319846999999
2.286,0.001532316786
2.288,0.000713726199999999
2.289,0.000286583930999999
2.29,0.000463235719999999
2.291,0.000881765235999999
2.292,0.000043715217999999
2.294,0.000694411808
2.294,0.000150184987999999
2.295,0.000715826751999999
2.296,0.00054484216
2.297,0.000587424292999999
2.301,0.000187274500999999
2.304,0.000676073661999999
2.306,0.000005685031999999
2.307,0.000592235985999999
2.308,0.000690585996999999
2.309,0.000297013873999999
2.31,0.000644927743999999
2.315,0.000338729287
2.317,0.000491125177999999
2.324,0.000241037867999999
2.326,0.000952261728999999
2.327,0.000436201399
2.336,0.000664837454999999
2.338,0.000491229810999999
2.339,0.000789046296999999
2.339,0.000646574438
2.344,0.000574857642
2.346,0.001754886961999999
2.346,0.001220346029
2.346,0.001131631851999999
2.349,0.000899128619
2.35,0.000340530874999999
2.354,0.000329870956999999
2.355,0.000392279428999999
2.356,0.000973522017
2.359,0.000995310634999999
2.36,0.000821928188999999
2.36,0.000354323318999999
2.363,0.000871682521
2.363,0.000002769453999999
2.365,0.000940671758999999
2.366,0.000147769381
2.367,0.000920450278999999
2.367,0.000534066159999999
2.37,0.000615893653999999
2.372,0.000447697996999999
2.373,0.000114186741
2.374,0.000048519054999999
2.375,0.000640621054999999
2.375,0.000392585966
2.375,0.000287246383999999
2.376,0.000010284476999999
2.378,0.000539507127999999
2.379,0.000367372032
2.38,0.000675881441999999
2.381,0.000587653972999999
2.384,0.00023121466
2.386,0.000262380825999999
2.387,0.000919513428999999
2.388,0.001657209539999999
2.389,0.002624158796999999
2.39,0.000260800648999999
2.395,0.000495955088
2.395,0.000255826178999999
2.396,0.000174201218999999
2.402,0.000800119977999999
2.406,0.000956475606999999
2.406,0.000054288928999999
2.408,0.000364977629999999
2.411,0.000521206342999999
2.415,0.000265795360999999
2.416,0.000908872722999999
2.421,0.000336549553999999
2.422,0.000496933061999999
2.422,0.000320712968999999
2.425,0.002198942946999999
2.425,0.001544587603999999
2.426,0.000081084745999999
2.427,0.000676475822999999
2.429,0.000711615076999999
2.435,0.000436074121
