time,value
1.75,0.000919925942999999
1.751,0.000852126636999999
1.757,0.000994081573999999
1.759,0.000360172088999999
1.762,0.001790038227999999
1.763,0.000068685039
1.764,0.000374849480999999
1.765,0.000542983689999999
1.768,0.000146934442
1.77,0.000271170008
1.773,0.000528940303999999
1.777,0.000116397985999999
1.78,0.000145285196999999
1.783,0.000601845308
1.799,0.000032913356999999
1.8,0.000786604217999999
1.8,0.000028616467999999
1.803,0.000881939501999999
1.803,0.000151622265999999
1.805,0.000001509308999999
1.814,0.000825690892999999
1.816,0.000451724862999999
1.817,0.000416037772
1.817,0.000319523477999999
1.819,0.000717408193999999
1.82,0.000436629062999999
1.822,0.000907357264999999
1.834,0.000891391098999999
1.839,0.000623018212999999
1.847,0.000040461370999999
1.849,0.000897122964
1.86,0.000595932493999999
1.864,0.000219969387
1.87,0.000529959592999999
1.873,0.000677144604999999
1.875,0.000400555885999999
1.879,0.000628954606999999
1.89,0.000538332202999999
1.894,0.000699392427999999
1.895,0.000268913288
1.897,0.000896824297999999
1.9,0.000298933911999999
1.909,0.000555489317999999
1.912,0.000014050812999999
1.921,0.000929198332999999
1.923,0.000604535134999999
1.924,0.000246489860999999
1.925,0.00009379728
1.934,0.000693642344999999
1.935,0.000088852798
1.942,0.000717163337999999
1.946,0.000597989804999999
1.958,0.000339076109999999
1.959,0.000002655045999999
1.96,0.000547689163999999
1.962,0.000847900224999999
1.963,0.001100448951
1.964,0.000351990336
1.971,0.000973505974999999
1.972,0.000402485865999999
1.986,0.000996333193999999
1.993,0.000942941375999999
1.995,0.000681741401999999
1.998,0.000524999984999999
2.002,0.000344746539999999
2.002,0.000270583662999999
2.005,0.000545888203999999
2.01,0.00013323299
2.021,0.000710425865
2.024,0.000920441094999999
2.025,0.000201608477999999
2.031,0.000165170194
2.041,0.000949224432
2.043,0.000219891896999999
2.046,0.000395016557999999
2.048,0.000905902361999999
2.064,0.000741249757
2.071,0.000428674266999999
2.075,0.000685598970999999
2.076,0.000924127486999999
2.076,0.000487096505999999
2.077,0.000182643438999999
2.089,0.000193467525999999
2.092,0.000545726968999999
2.099,0.000841130213999999
2.107,0.000980357666999999
2.119,0.000732129679999999
2.119,0.000242500736999999
2.126,0.000567339226
2.128,0.000913218264999999
2.148,0.000666755626999999
2.151,0.000627554373
2.154,0.000060960603999999
2.159,0.000523800946999999
2.163,0.000992192550999999
2.164,0.001547598897999999
2.177,0.000194874627999999
2.183,0.000564252897999999
2.184,0.000771452138
2.188,0.001515422436999999
2.188,0.001007206177999999
2.19,0.000095055638999999
2.192,0.000573004440999999
2.194,0.000655241364
2.194,0.000541844026999999
2.195,0.000030558336
2.199,0.000506484434999999
2.208,0.000658992913999999
2.223,0.000775755861999999
2.243,0.000458085948
2.251,0.000558280857
2.252,0.000787751357
2.252,0.000543445230999999
2.253,0.000592947777999999
2.257,0.000940227346999999
2.261,0.000541366627
2.265,0.000689820065
2.271,0.000904574059999999
2.271,0.000289128579
2.278,0.00036347902
2.283,0.000633980283999999
2.286,0.002193281571999999
2.301,0.000607556123999999
2.302,0.000669219643
2.314,0.000933081060999999
2.314,0.000631732465999999
2.314,0.000323530127999999
2.317,0.001434980039
2.323,0.000095609419
2.327,0.000789034651999999
2.328,0.000519770091999999
2.337,0.001279603138999999
2.34,0.000299925498999999
2.34,0.000165514626
2.344,0.000700604213999999
2.344,0.000324876317
2.347,0.000146859879
2.352,0.000911464664
2.357,0.000910869331999999
2.361,0.000460173861999999
2.363,0.001177536797999999
2.363,0.000647379576999999
2.37,0.000664772420999999
2.37,0.000259450260999999
2.377,0.000952790971
2.377,0.000839290539999999
2.377,0.000100077188999999
2.382,0.000915230354
2.385,0.000689771446999999
2.386,0.000376550736
2.388,0.000480601767999999
2.389,0.000377624906999999
2.392,0.000880739884999999
2.396,0.000511622489999999
2.408,0.000059175943999999
2.409,0.000543292305999999
2.414,0.000212172579999999
2.417,0.000137125544999999
2.42,0.000999343855999999
2.42,0.000618033841999999
2.424,0.000219646888999999
2.425,0.000947604572999999
2.427,0.001725923077999999
2.43,0.000309012883999999
2.434,0.000915754172999999
2.44,0.000642292451999999
2.446,0.000354482023999999
2.449,0.000871713428999999
2.451,0.000881472578999999
2.453,0.000823837351999999
2.454,0.000613852258999999
2.459,0.000777256932999999
2.466,0.000925692019
2.466,0.000609340087999999
2.481,0.000096185834999999
2.483,0.000791697791999999
2.484,0.000649758471999999
2.493,0.000222969972999999
2.5,0.000056494099
2.512,0.000156239846
2.514,0.000273525799999999
2.514,0.000116915196999999
2.516,0.000881627563999999
2.516,0.000869352257999999
2.519,0.000555741923
2.525,0.000713667619999999
2.527,0.001514167853999999
2.528,0.000109136309
2.532,0.000790322891999999
2.537,0.000041143420999999
2.541,0.000526562642999999
2.545,0.000406674412999999
2.547,0.000356708819999999
2.55,0.000980123434999999
2.55,0.000484113945
2.555,0.000532879046
2.555,0.000034830882
2.559,0.000324137419
2.563,0.000952498666999999
2.563,0.000889135226999999
2.566,0.000144857639999999
2.569,0.000634517058
2.575,0.000598014795999999
2.583,0.000049574584999999
2.584,0.000460134314999999
2.59,0.000398448339999999
2.591,0.000007122366
2.596,0.000751112169999999
2.597,0.000014997694
2.601,0.000128008798999999
2.601,0.000003959912999999
2.608,0.000219347475999999
2.611,0.000712765175999999
2.612,0.000335233639999999
2.631,0.000814528759999999
2.633,0.000810333538999999
2.638,0.000620157824
2.642,0.000636047669999999
2.642,0.000037911705999999
2.649,0.000157421907999999
2.657,0.000162392906999999
2.661,0.002611565918999999
2.661,0.002365078625999999
2.661,0.001627087980999999
2.664,0.000821145262999999
2.665,0.000549919947999999
2.666,0.000432345345
2.668,0.000120376444999999
2.676,0.000898591785999999
2.676,0.000483975108999999
2.677,0.000683619641999999
2.681,0.000724564716999999
2.684,0.000106747300999999
2.693,0.000034784531999999
2.696,0.000428944254999999
2.698,0.000753540212
2.706,0.000289178614999999
2.719,0.000760317848
2.723,0.000521777345999999
2.725,0.000345432598999999
2.726,0.000723094482999999
2.729,0.000653819654999999
2.735,0.000190438247
2.75,0.000147924273
2.751,0.000622110941999999
2.756,0.000670151456
2.757,0.000359039026
2.76,0.000542131471
2.762,0.000388397157999999
2.768,0.000769618508
2.772,0.00073393765
2.774,0.000169385352999999
2.775,0.000510128621
2.78,0.000395717033999999
2.782,0.000506245225999999
2.783,0.000500335034
2.783,0.000333616102999999
2.783,0.000013564572999999
2.795,0.000876001198
2.798,0.00021925716
