time,value
1.75,0.000959292657
1.75,0.000755200765999999
1.751,0.001745152674999999
1.751,0.001434227001999999
1.751,0.001392026875999999
1.751,0.001376068937999999
1.751,0.000702227871999999
1.754,0.000667464468999999
1.754,0.000192105856999999
1.757,0.002348306601999999
1.757,0.000161834859
1.757,0.000126990169999999
1.758,0.000730643140999999
1.758,0.000611438882999999
1.758,0.000439722898
1.758,0.000420647208999999
1.758,0.000293096353999999
1.758,0.000174570518999999
1.759,0.000644907932999999
1.761,0.000361730496999999
1.765,0.000175044041
1.769,0.000758239772999999
1.771,0.000480768519
1.773,0.000280751959999999
1.774,0.000514512439999999
1.774,0.000189846315
1.775,0.000456927577999999
1.777,0.000035063604999999
1.778,0.000064738678
1.779,0.000944668920999999
1.78,0.000585451656
1.782,0.001609088019999999
1.782,0.001551387604999999
1.784,0.000879702708999999
1.786,0.000096733142999999
1.788,0.000572617151999999
1.79,0.000492545537999999
1.79,0.000035508539999999
1.791,0.000406390985999999
1.791,0.000319134766999999
1.793,0.001907272076999999
1.793,0.001440168686999999
1.793,0.000684204769999999
1.794,0.000411467655999999
1.795,0.000710580901
1.796,0.000049350400999999
1.797,0.000667195589
1.797,0.000465631150999999
1.797,0.000332331694999999
1.797,0.000128050500999999
1.799,0.000835410779999999
1.8,0.001420479809999999
1.802,0.001213241216999999
1.802,0.000811865160999999
1.803,0.000762036686999999
1.803,0.000686356416
1.803,0.000343404402999999
1.805,0.000529954906999999
1.807,0.001955903890999999
1.807,0.000525013383999999
1.807,0.000317038901999999
1.808,0.000930986499999999
1.812,0.002165346133
1.812,0.000833332645
1.812,0.000544835034999999
1.817,0.000785141730999999
1.817,0.000350138422999999
1.817,0.000298551822999999
1.818,0.000254632994
1.819,0.000781162078999999
1.82,0.000446680735999999
1.821,0.000144547696
1.822,0.000544545295999999
1.822,0.000185296777999999
1.822,0.00003726033
1.823,0.000656360548999999
1.823,0.000128821952999999
1.826,0.000331719095
1.828,0.000635935917
1.828,0.000218085150999999
1.829,0.000890007060999999
1.83,0.000688612244
1.83,0.000163499199999999
1.831,0.000699763287999999
1.831,0.000380405228999999
1.832,0.000998630215999999
1.832,0.000537498515999999
1.833,0.000994618519999999
1.833,0.000585799706999999
1.834,0.000804054942999999
1.834,0.000153186827999999
1.836,0.000970888169
1.837,0.000204111091999999
1.843,0.000444424383999999
1.845,0.000748982661999999
1.846,0.000317566803999999
1.846,0.000128065821999999
1.847,0.000363406681
1.847,0.000092880594999999
1.848,0.000973706057999999
1.848,0.000552256378999999
1.849,0.000530727997999999
1.851,0.001390059330999999
1.852,0.001533790017
1.852,0.000203314450999999
1.853,0.000228632036
1.855,0.000898089408
1.855,0.000070518379999999
1.856,0.000826992075
1.856,0.000145786180999999
1.857,0.000893376883999999
1.858,0.000143425627999999
1.863,0.000757029170999999
1.863,0.000701303848999999
1.865,0.001814470300999999
1.865,0.001691895551
1.865,0.000257037401
1.867,0.001265825056999999
1.867,0.001037557566
1.867,0.000070003371999999
1.869,0.001105216070999999
1.869,0.000451942196999999
1.869,0.000103906005999999
1.87,0.000216239061999999
1.871,0.000552306394999999
1.872,0.000846107335999999
1.872,0.000259656922999999
1.873,0.000611476969999999
1.875,0.000650719408
1.875,0.000227621788
1.876,0.000781611345999999
1.876,0.000528400531999999
1.877,0.000185787374999999
1.878,0.000376859466999999
1.878,0.000008115106999999
1.879,0.000323096682
1.88,0.000393260793999999
1.882,0.001281076502
1.883,0.000341439895
1.884,0.000485443679
1.884,0.000219752274999999
1.886,0.001578173339999999
1.886,0.001037151854
1.887,0.000780684517999999
1.89,0.000010417635999999
1.891,0.000472236475999999
1.894,0.001717416760999999
1.894,0.001574288653
1.895,0.000425285397999999
1.896,0.000957283862999999
1.896,0.000038046277999999
1.897,0.000518570577999999
1.897,0.000050622526999999
1.899,0.000448370121999999
1.899,0.000295064868999999
1.899,0.000000058782
1.902,0.000994648234999999
1.902,0.000113634596999999
1.903,0.000991685402
1.904,0.000250676910999999
1.907,0.000542454363
1.907,0.000297382657999999
1.91,0.000649285632999999
1.911,0.000477087664
1.915,0.001492040589999999
1.916,0.000523530953
1.917,0.000011564451
1.918,0.000565849438999999
1.919,0.000482062629999999
1.92,0.001039435081999999
1.92,0.000547713455999999
1.925,0.000856562423999999
1.926,0.000073556610999999
1.927,0.000434227938999999
1.928,0.000564701537999999
1.928,0.000154833635
1.93,0.001437549987999999
1.931,0.000565394282
1.931,0.000420249754999999
1.932,0.000672390750999999
1.932,0.000545632972999999
1.932,0.000016236941999999
1.934,0.000893977140999999
1.934,0.000330417517999999
1.934,0.000180948872999999
1.937,0.000297889536999999
1.938,0.000086628166999999
1.94,0.000468409757999999
1.942,0.001897539643999999
1.942,0.001334160932999999
1.942,0.001196656160999999
1.944,0.000825607412999999
1.944,0.000001796519999999
1.945,0.000636206866999999
1.946,0.000072609647999999
1.947,0.000227887868999999
1.952,0.000637481681999999
1.952,0.000016283695
1.953,0.000731298698
1.953,0.000471084759999999
1.954,0.000974232955999999
1.954,0.000628850652
1.955,0.00096623618
1.955,0.000048009096999999
1.956,0.000380579392999999
1.958,0.000424613073999999
1.958,0.000155719294999999
1.959,0.000809029107999999
1.959,0.000408842938
1.962,0.000739657991999999
1.962,0.000646132439999999
1.964,0.000971048746
1.964,0.000121865759999999
1.966,0.000951604203
1.971,0.000302124168999999
1.972,0.000390086664999999
1.972,0.000257388477999999
1.974,0.00060408941
1.975,0.000330027462999999
1.975,0.000322085448999999
1.976,0.000572238939
1.977,0.0009955158
1.977,0.000598273319999999
1.979,0.000609519102
1.979,0.000204783306999999
1.979,0.000117751817999999
1.985,0.001830425578999999
1.985,0.000616954539999999
1.985,0.00050210968
1.986,0.000151544228999999
1.988,0.001263262711999999
1.988,0.000805466034999999
1.988,0.000035275243999999
1.99,0.000490650704
1.993,0.000614164354
