time,value
1.752,0.003763978181999999
1.752,0.003759273147999999
1.752,0.003436967525999999
1.752,0.003375877491999999
1.752,0.003107591697
1.752,0.003028927576999999
1.752,0.00286727731
1.752,0.002641186969999999
1.752,0.002458000729999999
1.752,0.002018876129
1.752,0.001746247161
1.752,0.001211110046999999
1.752,0.000958557149999999
1.752,0.000820476195999999
1.752,0.000697591544
1.752,0.000547344116999999
1.752,0.000449215022
1.752,0.000212879484999999
1.752,0.000162711170999999
1.752,0.000150285049999999
1.753,0.000637349976999999
1.753,0.000625619364999999
1.753,0.000578055862999999
1.753,0.000329521873
1.753,0.000162993624999999
1.754,0.000614136816999999
1.757,0.003485676414
1.757,0.003061221948999999
1.757,0.002984982792
1.757,0.002806711973999999
1.757,0.002521715751999999
1.757,0.002417016899999999
1.757,0.001502062970999999
1.757,0.000993492533999999
1.757,0.000984818418999999
1.762,0.005821817592999999
1.762,0.005777247803999999
1.762,0.005316085003999999
1.762,0.005066727288999999
1.765,0.008063713500999998
1.765,0.007978589806999999
1.765,0.007716873544
1.765,0.007544990889
1.765,0.007493591998999999
1.765,0.007476800324999999
1.765,0.007290796464999998
1.765,0.007272280939999998
1.765,0.007193056050999999
1.765,0.007178779587999999
1.765,0.007175546887999999
1.765,0.007122762407999999
1.765,0.00610697332
1.765,0.006104579811999999
1.765,0.005378883136999999
1.765,0.005101797951999999
1.765,0.004298211585999999
1.765,0.004151406754999999
1.765,0.003941903131999999
1.765,0.003632782843999999
1.765,0.003631123412
1.765,0.003618972208999999
1.765,0.003474638619999999
1.765,0.003329900750999999
1.765,0.003100887622
1.765,0.003003238357999999
1.765,0.002998280091999999
1.765,0.002934873099
1.765,0.002766800095999999
1.765,0.002651001584999999
1.765,0.002190614968999999
1.765,0.002050083620999999
1.765,0.001729027345
1.769,0.005502206471999998
1.769,0.005352913242999999
1.769,0.005218460960999999
1.769,0.005082055281999999
1.769,0.005071410817999999
1.769,0.004901684665999999
1.769,0.004449871148999999
1.769,0.004296069088999999
1.769,0.003657460169999999
1.769,0.003604043205999999
1.769,0.003479006659999999
1.769,0.003372237404999999
1.769,0.003090200896999999
1.769,0.002987255181999999
1.769,0.002903635987999999
1.769,0.001859571448999999
1.769,0.001759719499
1.769,0.001744689151
1.769,0.001720506484999999
1.769,0.001608575968999999
1.769,0.001542913909999999
1.769,0.001526274753999999
1.769,0.0010713577
1.769,0.000889773442999999
1.769,0.000871934338999999
1.769,0.000869852586999999
1.769,0.000855966977999999
1.769,0.000659847321999999
1.769,0.000519444812999999
1.769,0.000330910692999999
1.769,0.000130933199999999
1.772,0.002849950225999999
1.772,0.00258873564
1.772,0.002201669360999999
1.772,0.002191521805999999
1.772,0.001964066159999999
1.772,0.001525181644
1.772,0.001508414487999999
1.772,0.001169015173999999
1.772,0.000984855781
1.772,0.000984677299999999
1.772,0.000950179290999999
1.772,0.000948818806999999
1.772,0.000879022559999999
1.772,0.000623598869999999
1.774,0.002616931272
1.774,0.002551501145999999
1.774,0.002235095320999999
1.777,0.004919173318
1.777,0.004820417950999999
1.777,0.004750928187
1.777,0.004537070613
1.777,0.004380126407999999
1.777,0.004128081094999999
1.777,0.003792531269999999
1.777,0.003618958987999999
1.777,0.003354557036999999
1.777,0.003139845643
1.777,0.003001583310999999
1.777,0.002905948617999999
1.777,0.002528340629999999
1.777,0.001603791047
1.777,0.000890137502999999
1.777,0.000726314217
1.777,0.000561055671999999
1.779,0.001939314097999999
1.779,0.001924220714
1.779,0.001902686091999999
1.779,0.000970253741999999
1.779,0.000912627046999999
1.779,0.000841398361999999
1.779,0.000488322589
1.779,0.000434522200999999
1.781,0.001648210249
1.781,0.001501734853999999
1.781,0.001463537250999999
1.781,0.000769941025
1.781,0.000545384129
1.783,0.001981288538999999
1.783,0.001922723173
1.783,0.001736748180999999
1.783,0.001733364560999999
1.783,0.001675351622999999
1.783,0.001664566909999999
1.783,0.001644465865999999
1.783,0.001546603292999999
1.783,0.001530136945999999
1.783,0.001137029518
1.785,0.003047887172999999
1.788,0.005936499834999999
1.792,0.008206916610999998
1.792,0.008146352741999998
1.792,0.008108220366
1.792,0.007175267679999999
1.792,0.007141946022999999
1.792,0.006775917503
1.792,0.006628328636
1.792,0.006342182800999998
1.792,0.006220091921999999
1.792,0.006170565601999999
1.794,0.008164852990999997
1.794,0.008092545519999997
1.794,0.007447795136999999
1.794,0.00714648581
1.794,0.006692398851
1.794,0.006611069678999999
1.794,0.006550130369999998
1.794,0.006366908416999999
1.794,0.006098447329999999
1.794,0.005514272918999999
1.794,0.005187307582999999
1.794,0.004961460192999998
1.794,0.004718032162999999
1.794,0.004700022623999999
1.794,0.004657372081999998
1.794,0.003802440191999999
1.794,0.003126238473
1.794,0.003090101379999999
1.794,0.002206502146999999
1.795,0.003081146345999999
1.795,0.002902570805999999
1.795,0.002898740581
1.795,0.002863645404999999
1.795,0.002841522034999999
1.795,0.002829243853999999
1.795,0.00205023912
1.795,0.001952853791999999
1.795,0.001500197559999999
1.795,0.001223304510999999
1.795,0.000801176130999999
1.795,0.000707079027999999
1.795,0.000209409380999999
1.796,0.000957225225999999
1.796,0.000807392935
1.796,0.000486079325999999
1.796,0.000369076080999999
1.799,0.002531117009999999
1.799,0.002190873504999999
1.799,0.002173934007999999
1.799,0.001900293058999999
1.799,0.001858416184
1.799,0.000980596788999999
1.799,0.000401325575999999
1.799,0.000381198044999999
1.799,0.000124681239999999
1.799,0.000062263491999999
1.8,0.000710882878999999
1.8,0.000583437426
1.8,0.000326596000999999
1.8,0.000261456226999999
1.802,0.002069732306999999
1.802,0.001604424074999999
1.802,0.001519170042
1.802,0.001290032235999999
1.802,0.001279932752999999
1.802,0.001184138927999999
1.802,0.000809249296999999
1.803,0.001775337441
1.803,0.001494319588999999
1.803,0.000671788384999999
1.803,0.000622620172999999
1.803,0.000160685690999999
1.803,0.000072875650999999
1.803,0.000054095296999999
1.804,0.000545718240999999
1.804,0.000450683841
1.804,0.000111959528999999
1.806,0.001847305945999999
1.806,0.001688133603999999
1.806,0.001597337185
1.806,0.001502245362999999
1.806,0.001481784570999999
1.806,0.001341590695999999
1.806,0.00128237295
1.806,0.001003437047
1.806,0.000294184058999999
1.806,0.000080309171999999
1.81,0.003978305217999999
1.814,0.007294268564999999
1.814,0.007203333233999999
1.814,0.007201391938
1.814,0.006668824359
1.814,0.006545842898
1.814,0.006452075489
1.814,0.005835264009999998
1.814,0.005771712436999998
1.814,0.005449569256999998
1.814,0.005403212548999999
1.814,0.005271441559999999
1.814,0.005178567372999999
1.814,0.004949147650999999
1.814,0.004886025121
1.814,0.004733866684999999
1.814,0.004578829966999998
1.814,0.003535667771999999
1.814,0.003492240207999999
1.814,0.003340249636999999
1.814,0.003267566752999999
1.814,0.003136717035999999
1.819,0.007710104581999999
1.819,0.007691455673999999
1.819,0.007674938686999999
1.819,0.007547053207999998
1.819,0.006911424224
1.819,0.006716107610999999
1.819,0.006386085450999999
1.819,0.006357518991
1.819,0.006125623971999999
1.819,0.006052564505999998
1.819,0.005793535364999999
1.819,0.005703995562
1.819,0.005503969366999998
1.819,0.005259127992999998
1.819,0.004522048927
1.819,0.003914999682999999
1.819,0.003882159748
1.819,0.003645704970999999
1.819,0.002688846238999999
1.819,0.002588485568
1.819,0.002155025659
1.819,0.000954881217999999
1.819,0.000952913595999999
1.819,0.000929338191999999
1.819,0.000065569421999999
1.82,0.000796670651999999
1.82,0.000537265471999999
1.825,0.004831227052
1.825,0.004476620163999999
1.825,0.004436641369999999
1.825,0.004418875604
1.825,0.004357650439999999
1.825,0.004041477377999999
1.825,0.004017759055
1.825,0.003976228121999998
1.825,0.003886672334999999
1.825,0.003781736011999999
1.826,0.004597626785999999
1.826,0.004556968356999998
1.826,0.004362505772999999
1.826,0.004129660478999999
1.826,0.004057089768
1.826,0.003880294400999999
1.826,0.003712279503999999
1.826,0.003165953301
1.827,0.004153304412999998
1.827,0.003930583664999999
1.827,0.003378634490999999
1.83,0.006097694593999999
1.83,0.005223371617999999
1.83,0.005156379796999999
1.83,0.005075790854999999
1.83,0.004523015683
1.83,0.004502842683999998
1.83,0.004359670327999999
1.83,0.004301474159
1.83,0.004257396785999999
1.83,0.004013287060999999
1.83,0.003878831165999999
1.83,0.003728261444999999
1.83,0.003511776072999999
1.833,0.006362434188999999
1.833,0.005706069248999998
1.833,0.005472626842999999
1.833,0.005292032861999999
1.833,0.005049884176999998
1.833,0.005002478676999998
1.833,0.004258399266999999
1.833,0.003906564769999999
1.833,0.002851036167
1.833,0.002780589398
1.835,0.002848377765999999
1.835,0.002065150747999999
1.835,0.001832445131999999
1.835,0.001545729122999999
1.835,0.001131481323999999
1.835,0.000800576934999999
1.835,0.000736586446999999
1.835,0.000613967249999999
1.835,0.000495744668999999
1.835,0.000104435731
1.839,0.003808540895999999
1.839,0.003769336808
1.839,0.003571253320999999
1.839,0.003090362097999999
1.839,0.002660503770999999
1.839,0.0026210011
1.839,0.002565675178999999
1.839,0.002354480332999999
1.839,0.00207541014
1.839,0.002033028543
1.839,0.001703056572999999
1.839,0.001645314145
1.839,0.001586581856999999
1.839,0.001328629186999999
1.839,0.001050093839999999
1.839,0.000950700552
1.839,0.000667472862999999
1.839,0.000320195357999999
1.84,0.000867865457999999
1.84,0.000818146822
1.84,0.000357948660999999
1.84,0.000293169836999999
1.84,0.000168834579999999
1.84,0.000137027232
1.84,0.000126437554999999
1.843,0.002099476847999999
1.843,0.002017238472999999
1.843,0.001884795690999999
1.843,0.001826874661999999
1.843,0.001391751889
1.843,0.001311078895999999
1.843,0.000808571689999999
1.843,0.000545559948
1.843,0.000488698046999999
